"Step"," PPO (default), levels 1-10, aai_timescale=300, 5M time steps - rollout/ep_rew_mean"," PPO (default), levels 1-10, aai_timescale=300, 5M time steps - rollout/ep_rew_mean__MIN"," PPO (default), levels 1-10, aai_timescale=300, 5M time steps - rollout/ep_rew_mean__MAX","PPO (default), levels 1-10, aai_timescale=300, 2M time steps - rollout/ep_rew_mean","PPO (default), levels 1-10, aai_timescale=300, 2M time steps - rollout/ep_rew_mean__MIN","PPO (default), levels 1-10, aai_timescale=300, 2M time steps - rollout/ep_rew_mean__MAX","PPO (default), levels 1-9, aai_timescale=300, 2M time steps - rollout/ep_rew_mean","PPO (default), levels 1-9, aai_timescale=300, 2M time steps - rollout/ep_rew_mean__MIN","PPO (default), levels 1-9, aai_timescale=300, 2M time steps - rollout/ep_rew_mean__MAX","PPO (default), levels 1-8, aai_timescale=300, 2M time steps - rollout/ep_rew_mean","PPO (default), levels 1-8, aai_timescale=300, 2M time steps - rollout/ep_rew_mean__MIN","PPO (default), levels 1-8, aai_timescale=300, 2M time steps - rollout/ep_rew_mean__MAX","PPO (default), levels 1-7, aai_timescale=300, 2M time steps - rollout/ep_rew_mean","PPO (default), levels 1-7, aai_timescale=300, 2M time steps - rollout/ep_rew_mean__MIN","PPO (default), levels 1-7, aai_timescale=300, 2M time steps - rollout/ep_rew_mean__MAX","PPO (default), levels 1-6, aai_timescale=300, 2M time steps - rollout/ep_rew_mean","PPO (default), levels 1-6, aai_timescale=300, 2M time steps - rollout/ep_rew_mean__MIN","PPO (default), levels 1-6, aai_timescale=300, 2M time steps - rollout/ep_rew_mean__MAX","PPO (default), levels 1-5, aai_timescale=300, 2M time steps - rollout/ep_rew_mean","PPO (default), levels 1-5, aai_timescale=300, 2M time steps - rollout/ep_rew_mean__MIN","PPO (default), levels 1-5, aai_timescale=300, 2M time steps - rollout/ep_rew_mean__MAX","PPO (default), levels 1-4, aai_timescale=300, 2M time steps - rollout/ep_rew_mean","PPO (default), levels 1-4, aai_timescale=300, 2M time steps - rollout/ep_rew_mean__MIN","PPO (default), levels 1-4, aai_timescale=300, 2M time steps - rollout/ep_rew_mean__MAX","PPO (default), levels 1-3, aai_timescale=300, 2M time steps - rollout/ep_rew_mean","PPO (default), levels 1-3, aai_timescale=300, 2M time steps - rollout/ep_rew_mean__MIN","PPO (default), levels 1-3, aai_timescale=300, 2M time steps - rollout/ep_rew_mean__MAX","PPO (default), levels 1-2, aai_timescale=300, 2M time steps - rollout/ep_rew_mean","PPO (default), levels 1-2, aai_timescale=300, 2M time steps - rollout/ep_rew_mean__MIN","PPO (default), levels 1-2, aai_timescale=300, 2M time steps - rollout/ep_rew_mean__MAX","PPO (default), level 1, aai_timescale=300, 2M time steps - rollout/ep_rew_mean","PPO (default), level 1, aai_timescale=300, 2M time steps - rollout/ep_rew_mean__MIN","PPO (default), level 1, aai_timescale=300, 2M time steps - rollout/ep_rew_mean__MAX"
"235","-0.9892259836196899","-0.9892259836196899","-0.9892259836196899","-0.9959660172462463","-0.9959660172462463","-0.9959660172462463","-0.4058060050010681","-0.4058060050010681","-0.4058060050010681","-0.8593239784240723","-0.8593239784240723","-0.8593239784240723","-0.7283260226249695","-0.7283260226249695","-0.7283260226249695","-0.6085699796676636","-0.6085699796676636","-0.6085699796676636","-0.059997979551553726","-0.059997979551553726","-0.059997979551553726","-0.3946860134601593","-0.3946860134601593","-0.3946860134601593","0.09255202114582062","0.09255202114582062","0.09255202114582062","0.7439460754394531","0.7439460754394531","0.7439460754394531","-0.8988829851150513","-0.8988829851150513","-0.8988829851150513"
"236","-0.9892339706420898","-0.9892339706420898","-0.9892339706420898","-0.9959700107574463","-0.9959700107574463","-0.9959700107574463","-0.39035800099372864","-0.39035800099372864","-0.39035800099372864","-0.8304669857025146","-0.8304669857025146","-0.8304669857025146","-0.7256659865379333","-0.7256659865379333","-0.7256659865379333","-0.6085739731788635","-0.6085739731788635","-0.6085739731788635","-0.12789598107337952","-0.12789598107337952","-0.12789598107337952","-0.35637199878692627","-0.35637199878692627","-0.35637199878692627","0.23387601971626282","0.23387601971626282","0.23387601971626282","1.1768760681152344","1.1768760681152344","1.1768760681152344","-0.9325469732284546","-0.9325469732284546","-0.9325469732284546"
"237","-0.9892380237579346","-0.9892380237579346","-0.9892380237579346","-0.9959779977798462","-0.9959779977798462","-0.9959779977798462","-0.2378920018672943","-0.2378920018672943","-0.2378920018672943","-0.8304949998855591","-0.8304949998855591","-0.8304949998855591","-0.7256619930267334","-0.7256619930267334","-0.7256619930267334","-0.5847100019454956","-0.5847100019454956","-0.5847100019454956","-0.12789997458457947","-0.12789997458457947","-0.12789997458457947","-0.3559759855270386","-0.3559759855270386","-0.3559759855270386","0.23001402616500854","0.23001402616500854","0.23001402616500854","1.166674017906189","1.166674017906189","1.166674017906189","-0.9325469732284546","-0.9325469732284546","-0.9325469732284546"
"238","-0.9813680052757263","-0.9813680052757263","-0.9813680052757263","-0.9959819912910461","-0.9959819912910461","-0.9959819912910461","-0.1732719987630844","-0.1732719987630844","-0.1732719987630844","-0.8294910192489624","-0.8294910192489624","-0.8294910192489624","-0.7256619930267334","-0.7256619930267334","-0.7256619930267334","-0.5681260228157043","-0.5681260228157043","-0.5681260228157043","-0.13765397667884827","-0.13765397667884827","-0.13765397667884827","-0.30091598629951477","-0.30091598629951477","-0.30091598629951477","0.18985001742839813","0.18985001742839813","0.18985001742839813","0.8332660794258118","0.8332660794258118","0.8332660794258118","-0.893513023853302","-0.893513023853302","-0.893513023853302"
"239","-0.9813680052757263","-0.9813680052757263","-0.9813680052757263","-0.9959700107574463","-0.9959700107574463","-0.9959700107574463","-0.1613900065422058","-0.1613900065422058","-0.1613900065422058","-0.8492689728736877","-0.8492689728736877","-0.8492689728736877","-0.6977800130844116","-0.6977800130844116","-0.6977800130844116","-0.5775279998779297","-0.5775279998779297","-0.5775279998779297","-0.13993197679519653","-0.13993197679519653","-0.13993197679519653","-0.2857399880886078","-0.2857399880886078","-0.2857399880886078","0.18984201550483704","0.18984201550483704","0.18984201550483704","0.9336800575256348","0.9336800575256348","0.9336800575256348","-0.893513023853302","-0.893513023853302","-0.893513023853302"
"240","-1.0104559659957886","-1.0104559659957886","-1.0104559659957886","-0.9959620237350464","-0.9959620237350464","-0.9959620237350464","-0.26332399249076843","-0.26332399249076843","-0.26332399249076843","-0.8492689728736877","-0.8492689728736877","-0.8492689728736877","-0.6976479887962341","-0.6976479887962341","-0.6976479887962341","-0.6672840118408203","-0.6672840118408203","-0.6672840118408203","-0.15042997896671295","-0.15042997896671295","-0.15042997896671295","-0.217958003282547","-0.217958003282547","-0.217958003282547","0.18130601942539215","0.18130601942539215","0.18130601942539215","1.0343880653381348","1.0343880653381348","1.0343880653381348","-0.7085430026054382","-0.7085430026054382","-0.7085430026054382"
"241","-0.9906100034713745","-0.9906100034713745","-0.9906100034713745","-0.9959620237350464","-0.9959620237350464","-0.9959620237350464","-0.2718760073184967","-0.2718760073184967","-0.2718760073184967","-0.8508729934692383","-0.8508729934692383","-0.8508729934692383","-0.7150059938430786","-0.7150059938430786","-0.7150059938430786","-0.7012540102005005","-0.7012540102005005","-0.7012540102005005","-0.1505979746580124","-0.1505979746580124","-0.1505979746580124","-0.23635199666023254","-0.23635199666023254","-0.23635199666023254","0.18130601942539215","0.18130601942539215","0.18130601942539215","1.0337680578231812","1.0337680578231812","1.0337680578231812","-0.6887369751930237","-0.6887369751930237","-0.6887369751930237"
"242","-0.9866899847984314","-0.9866899847984314","-0.9866899847984314","-0.9959620237350464","-0.9959620237350464","-0.9959620237350464","-0.32787200808525085","-0.32787200808525085","-0.32787200808525085","-0.8725529909133911","-0.8725529909133911","-0.8725529909133911","-0.7743520140647888","-0.7743520140647888","-0.7743520140647888","-0.636434018611908","-0.636434018611908","-0.636434018611908","-0.16186398267745972","-0.16186398267745972","-0.16186398267745972","-0.27165600657463074","-0.27165600657463074","-0.27165600657463074","0.2516160309314728","0.2516160309314728","0.2516160309314728","1.0337680578231812","1.0337680578231812","1.0337680578231812","-0.6834110021591187","-0.6834110021591187","-0.6834110021591187"
"243","-0.981033980846405","-0.981033980846405","-0.981033980846405","-0.9959459900856018","-0.9959459900856018","-0.9959459900856018","-0.38605600595474243","-0.38605600595474243","-0.38605600595474243","-0.8581010103225708","-0.8581010103225708","-0.8581010103225708","-0.6795979738235474","-0.6795979738235474","-0.6795979738235474","-0.664546012878418","-0.664546012878418","-0.664546012878418","-0.1110219806432724","-0.1110219806432724","-0.1110219806432724","-0.2819400131702423","-0.2819400131702423","-0.2819400131702423","0.26928001642227173","0.26928001642227173","0.26928001642227173","1.4467700719833374","1.4467700719833374","1.4467700719833374","-0.6242489814758301","-0.6242489814758301","-0.6242489814758301"
"244","-0.981033980846405","-0.981033980846405","-0.981033980846405","-0.995281994342804","-0.995281994342804","-0.995281994342804","-0.39208999276161194","-0.39208999276161194","-0.39208999276161194","-0.833204984664917","-0.833204984664917","-0.833204984664917","-0.679606020450592","-0.679606020450592","-0.679606020450592","-0.7381659746170044","-0.7381659746170044","-0.7381659746170044","-0.11855597794055939","-0.11855597794055939","-0.11855597794055939","-0.32449400424957275","-0.32449400424957275","-0.32449400424957275","-0.006537979934364557","-0.006537979934364557","-0.006537979934364557","1.5084400177001953","1.5084400177001953","1.5084400177001953","-0.5932390093803406","-0.5932390093803406","-0.5932390093803406"
"245","-0.981037974357605","-0.981037974357605","-0.981037974357605","-0.9952859878540039","-0.9952859878540039","-0.9952859878540039","-0.4514000117778778","-0.4514000117778778","-0.4514000117778778","-0.8331969976425171","-0.8331969976425171","-0.8331969976425171","-0.6795899868011475","-0.6795899868011475","-0.6795899868011475","-0.8013839721679688","-0.8013839721679688","-0.8013839721679688","-0.07305998355150223","-0.07305998355150223","-0.07305998355150223","-0.3531700074672699","-0.3531700074672699","-0.3531700074672699","-0.004561979789286852","-0.004561979789286852","-0.004561979789286852","1.2520560026168823","1.2520560026168823","1.2520560026168823","-0.5932390093803406","-0.5932390093803406","-0.5932390093803406"
"246","-0.9810420274734497","-0.9810420274734497","-0.9810420274734497","-0.9952859878540039","-0.9952859878540039","-0.9952859878540039","-0.4832639992237091","-0.4832639992237091","-0.4832639992237091","-0.8511970043182373","-0.8511970043182373","-0.8511970043182373","-0.6795979738235474","-0.6795979738235474","-0.6795979738235474","-0.8013920187950134","-0.8013920187950134","-0.8013920187950134","0.004660020116716623","0.004660020116716623","0.004660020116716623","-0.41997799277305603","-0.41997799277305603","-0.41997799277305603","0.2181200236082077","0.2181200236082077","0.2181200236082077","1.4275420904159546","1.4275420904159546","1.4275420904159546","-0.5932390093803406","-0.5932390093803406","-0.5932390093803406"
"247","-0.9829919934272766","-0.9829919934272766","-0.9829919934272766","-1.0031039714813232","-1.0031039714813232","-1.0031039714813232","-0.5293759703636169","-0.5293759703636169","-0.5293759703636169","-0.8512009978294373","-0.8512009978294373","-0.8512009978294373","-0.6878060102462769","-0.6878060102462769","-0.6878060102462769","-0.7625579833984375","-0.7625579833984375","-0.7625579833984375","-0.008841980248689651","-0.008841980248689651","-0.008841980248689651","-0.3789440095424652","-0.3789440095424652","-0.3789440095424652","0.17924201488494873","0.17924201488494873","0.17924201488494873","1.5122820138931274","1.5122820138931274","1.5122820138931274","-0.18692897260189056","-0.18692897260189056","-0.18692897260189056"
"248","-0.9829919934272766","-0.9829919934272766","-0.9829919934272766","-1.0030959844589233","-1.0030959844589233","-1.0030959844589233","-0.572160005569458","-0.572160005569458","-0.572160005569458","-0.76807701587677","-0.76807701587677","-0.76807701587677","-0.7063040137290955","-0.7063040137290955","-0.7063040137290955","-0.7625619769096375","-0.7625619769096375","-0.7625619769096375","0.003544020000845194","0.003544020000845194","0.003544020000845194","-0.35717400908470154","-0.35717400908470154","-0.35717400908470154","0.09200602024793625","0.09200602024793625","0.09200602024793625","1.9619860649108887","1.9619860649108887","1.9619860649108887","-0.12501296401023865","-0.12501296401023865","-0.12501296401023865"
"249","-0.9829959869384766","-0.9829959869384766","-0.9829959869384766","-1.0030959844589233","-1.0030959844589233","-1.0030959844589233","-0.5721679925918579","-0.5721679925918579","-0.5721679925918579","-0.76808100938797","-0.76808100938797","-0.76808100938797","-0.6789039969444275","-0.6789039969444275","-0.6789039969444275","-0.7415040135383606","-0.7415040135383606","-0.7415040135383606","0.003568019950762391","0.003568019950762391","0.003568019950762391","-0.3764379918575287","-0.3764379918575287","-0.3764379918575287","0.09200602024793625","0.09200602024793625","0.09200602024793625","1.9543540477752686","1.9543540477752686","1.9543540477752686","-0.03736096993088722","-0.03736096993088722","-0.03736096993088722"
"250","-0.9829959869384766","-0.9829959869384766","-0.9829959869384766","-1.003100037574768","-1.003100037574768","-1.003100037574768","-0.5420860052108765","-0.5420860052108765","-0.5420860052108765","-0.7218649983406067","-0.7218649983406067","-0.7218649983406067","-0.6711080074310303","-0.6711080074310303","-0.6711080074310303","-0.774321973323822","-0.774321973323822","-0.774321973323822","-0.015093980357050896","-0.015093980357050896","-0.015093980357050896","-0.29701000452041626","-0.29701000452041626","-0.29701000452041626","0.08998002111911774","0.08998002111911774","0.08998002111911774","1.894544005393982","1.894544005393982","1.894544005393982","-0.03736096993088722","-0.03736096993088722","-0.03736096993088722"
"251","-0.9829959869384766","-0.9829959869384766","-0.9829959869384766","-1.0064400434494019","-1.0064400434494019","-1.0064400434494019","-0.46422600746154785","-0.46422600746154785","-0.46422600746154785","-0.7218649983406067","-0.7218649983406067","-0.7218649983406067","-0.6711000204086304","-0.6711000204086304","-0.6711000204086304","-0.7938240170478821","-0.7938240170478821","-0.7938240170478821","-0.08896198123693466","-0.08896198123693466","-0.08896198123693466","-0.2496120035648346","-0.2496120035648346","-0.2496120035648346","0.07101801782846451","0.07101801782846451","0.07101801782846451","1.9071660041809082","1.9071660041809082","1.9071660041809082","-0.03736096993088722","-0.03736096993088722","-0.03736096993088722"
"252","-0.9851899743080139","-0.9851899743080139","-0.9851899743080139","-1.0064400434494019","-1.0064400434494019","-1.0064400434494019","-0.4478060007095337","-0.4478060007095337","-0.4478060007095337","-0.7040550112724304","-0.7040550112724304","-0.7040550112724304","-0.6855159997940063","-0.6855159997940063","-0.6855159997940063","-0.7938200235366821","-0.7938200235366821","-0.7938200235366821","-0.42954200506210327","-0.42954200506210327","-0.42954200506210327","-0.17567600309848785","-0.17567600309848785","-0.17567600309848785","0.07298801839351654","0.07298801839351654","0.07298801839351654","2.0123040676116943","2.0123040676116943","2.0123040676116943","0.34177905321121216","0.34177905321121216","0.34177905321121216"
"253","-0.9851980209350586","-0.9851980209350586","-0.9851980209350586","-1.006443977355957","-1.006443977355957","-1.006443977355957","-0.4692060053348541","-0.4692060053348541","-0.4692060053348541","-0.7040469646453857","-0.7040469646453857","-0.7040469646453857","-0.6855239868164062","-0.6855239868164062","-0.6855239868164062","-0.7938119769096375","-0.7938119769096375","-0.7938119769096375","-0.40321800112724304","-0.40321800112724304","-0.40321800112724304","-0.17563599348068237","-0.17563599348068237","-0.17563599348068237","0.05045602098107338","0.05045602098107338","0.05045602098107338","2.0123040676116943","2.0123040676116943","2.0123040676116943","0.3531990647315979","0.3531990647315979","0.3531990647315979"
"254","-0.9852060079574585","-0.9852060079574585","-0.9852060079574585","-1.0064400434494019","-1.0064400434494019","-1.0064400434494019","-0.47069400548934937","-0.47069400548934937","-0.47069400548934937","-0.7183409929275513","-0.7183409929275513","-0.7183409929275513","-0.6985059976577759","-0.6985059976577759","-0.6985059976577759","-0.8111540079116821","-0.8111540079116821","-0.8111540079116821","-0.4110319912433624","-0.4110319912433624","-0.4110319912433624","-0.2100919932126999","-0.2100919932126999","-0.2100919932126999","-0.13918398320674896","-0.13918398320674896","-0.13918398320674896","2.451596975326538","2.451596975326538","2.451596975326538","0.3531990647315979","0.3531990647315979","0.3531990647315979"
"255","-0.9587680101394653","-0.9587680101394653","-0.9587680101394653","-1.0064480304718018","-1.0064480304718018","-1.0064480304718018","-0.4095200002193451","-0.4095200002193451","-0.4095200002193451","-0.6734049916267395","-0.6734049916267395","-0.6734049916267395","-0.6955180168151855","-0.6955180168151855","-0.6955180168151855","-0.8111540079116821","-0.8111540079116821","-0.8111540079116821","-0.4142720103263855","-0.4142720103263855","-0.4142720103263855","-0.22586199641227722","-0.22586199641227722","-0.22586199641227722","-0.13053998351097107","-0.13053998351097107","-0.13053998351097107","2.0581891536712646","2.0581891536712646","2.0581891536712646","0.45832306146621704","0.45832306146621704","0.45832306146621704"
"256","-0.9587720036506653","-0.9587720036506653","-0.9587720036506653","-1.0064640045166016","-1.0064640045166016","-1.0064640045166016","-0.3735480010509491","-0.3735480010509491","-0.3735480010509491","-0.665382981300354","-0.665382981300354","-0.665382981300354","-0.7252799868583679","-0.7252799868583679","-0.7252799868583679","-0.805895984172821","-0.805895984172821","-0.805895984172821","-0.4140999913215637","-0.4140999913215637","-0.4140999913215637","-0.26497599482536316","-0.26497599482536316","-0.26497599482536316","0.002638010075315833","0.002638010075315833","0.002638010075315833","2.0604331493377686","2.0604331493377686","2.0604331493377686","0.48986104130744934","0.48986104130744934","0.48986104130744934"
"257","-0.9587759971618652","-0.9587759971618652","-0.9587759971618652","-1.0064680576324463","-1.0064680576324463","-1.0064680576324463","-0.31402599811553955","-0.31402599811553955","-0.31402599811553955","-0.7252050042152405","-0.7252050042152405","-0.7252050042152405","-0.7252799868583679","-0.7252799868583679","-0.7252799868583679","-0.8059080243110657","-0.8059080243110657","-0.8059080243110657","-0.4402320086956024","-0.4402320086956024","-0.4402320086956024","-0.3601439893245697","-0.3601439893245697","-0.3601439893245697","-0.08796198666095734","-0.08796198666095734","-0.08796198666095734","2.087473154067993","2.087473154067993","2.087473154067993","0.48986104130744934","0.48986104130744934","0.48986104130744934"
"258","-0.9587839841842651","-0.9587839841842651","-0.9587839841842651","-1.0093519687652588","-1.0093519687652588","-1.0093519687652588","-0.32956600189208984","-0.32956600189208984","-0.32956600189208984","-0.7252050042152405","-0.7252050042152405","-0.7252050042152405","-0.7373319864273071","-0.7373319864273071","-0.7373319864273071","-0.8059120178222656","-0.8059120178222656","-0.8059120178222656","-0.43983200192451477","-0.43983200192451477","-0.43983200192451477","-0.3385300040245056","-0.3385300040245056","-0.3385300040245056","-0.13096198439598083","-0.13096198439598083","-0.13096198439598083","2.1420609951019287","2.1420609951019287","2.1420609951019287","0.8730970621109009","0.8730970621109009","0.8730970621109009"
"259","-0.9587759971618652","-0.9587759971618652","-0.9587759971618652","-1.0093599557876587","-1.0093599557876587","-1.0093599557876587","-0.3449220061302185","-0.3449220061302185","-0.3449220061302185","-0.7267810106277466","-0.7267810106277466","-0.7267810106277466","-0.737339973449707","-0.737339973449707","-0.737339973449707","-0.7984700202941895","-0.7984700202941895","-0.7984700202941895","-0.4200100004673004","-0.4200100004673004","-0.4200100004673004","-0.3353700041770935","-0.3353700041770935","-0.3353700041770935","-0.17311199009418488","-0.17311199009418488","-0.17311199009418488","2.178521156311035","2.178521156311035","2.178521156311035","0.8997110724449158","0.8997110724449158","0.8997110724449158"
"260","-0.9587759971618652","-0.9587759971618652","-0.9587759971618652","-1.0138360261917114","-1.0138360261917114","-1.0138360261917114","-0.4400700032711029","-0.4400700032711029","-0.4400700032711029","-0.7267810106277466","-0.7267810106277466","-0.7267810106277466","-0.7299119830131531","-0.7299119830131531","-0.7299119830131531","-0.7984619736671448","-0.7984619736671448","-0.7984619736671448","-0.4200260043144226","-0.4200260043144226","-0.4200260043144226","-0.25792399048805237","-0.25792399048805237","-0.25792399048805237","-0.194255992770195","-0.194255992770195","-0.194255992770195","1.7987130880355835","1.7987130880355835","1.7987130880355835","0.9231790900230408","0.9231790900230408","0.9231790900230408"
"261","-0.9587759971618652","-0.9587759971618652","-0.9587759971618652","-1.0059239864349365","-1.0059239864349365","-1.0059239864349365","-0.49994000792503357","-0.49994000792503357","-0.49994000792503357","-0.7438989877700806","-0.7438989877700806","-0.7438989877700806","-0.7299200296401978","-0.7299200296401978","-0.7299200296401978","-0.7631480097770691","-0.7631480097770691","-0.7631480097770691","-0.42976200580596924","-0.42976200580596924","-0.42976200580596924","-0.25641000270843506","-0.25641000270843506","-0.25641000270843506","0.10422603040933609","0.10422603040933609","0.10422603040933609","1.853646993637085","1.853646993637085","1.853646993637085","1.0440610647201538","1.0440610647201538","1.0440610647201538"
"262","-0.9655719995498657","-0.9655719995498657","-0.9655719995498657","-1.0059239864349365","-1.0059239864349365","-1.0059239864349365","-0.5194500088691711","-0.5194500088691711","-0.5194500088691711","-0.7578859925270081","-0.7578859925270081","-0.7578859925270081","-0.7583799958229065","-0.7583799958229065","-0.7583799958229065","-0.7631440162658691","-0.7631440162658691","-0.7631440162658691","-0.3954620063304901","-0.3954620063304901","-0.3954620063304901","-0.12846200168132782","-0.12846200168132782","-0.12846200168132782","0.10323403030633926","0.10323403030633926","0.10323403030633926","1.9067569971084595","1.9067569971084595","1.9067569971084595","1.0440610647201538","1.0440610647201538","1.0440610647201538"
"263","-0.9655799865722656","-0.9655799865722656","-0.9655799865722656","-1.0059239864349365","-1.0059239864349365","-1.0059239864349365","-0.5839380025863647","-0.5839380025863647","-0.5839380025863647","-0.7727559804916382","-0.7727559804916382","-0.7727559804916382","-0.7334359884262085","-0.7334359884262085","-0.7334359884262085","-0.8012300133705139","-0.8012300133705139","-0.8012300133705139","-0.3846980035305023","-0.3846980035305023","-0.3846980035305023","-0.14839999377727509","-0.14839999377727509","-0.14839999377727509","0.03300601989030838","0.03300601989030838","0.03300601989030838","1.9067569971084595","1.9067569971084595","1.9067569971084595","1.0440610647201538","1.0440610647201538","1.0440610647201538"
"264","-0.9655759930610657","-0.9655759930610657","-0.9655759930610657","-1.0059280395507812","-1.0059280395507812","-1.0059280395507812","-0.5826900005340576","-0.5826900005340576","-0.5826900005340576","-0.7727320194244385","-0.7727320194244385","-0.7727320194244385","-0.7267940044403076","-0.7267940044403076","-0.7267940044403076","-0.8178099989891052","-0.8178099989891052","-0.8178099989891052","-0.30777400732040405","-0.30777400732040405","-0.30777400732040405","-0.1867460012435913","-0.1867460012435913","-0.1867460012435913","0.023460019379854202","0.023460019379854202","0.023460019379854202","2.252912998199463","2.252912998199463","2.252912998199463","1.4653770923614502","1.4653770923614502","1.4653770923614502"
"265","-0.9655799865722656","-0.9655799865722656","-0.9655799865722656","-1.0059319734573364","-1.0059319734573364","-1.0059319734573364","-0.579122006893158","-0.579122006893158","-0.579122006893158","-0.7630999684333801","-0.7630999684333801","-0.7630999684333801","-0.7267900109291077","-0.7267900109291077","-0.7267900109291077","-0.7981119751930237","-0.7981119751930237","-0.7981119751930237","-0.29400399327278137","-0.29400399327278137","-0.29400399327278137","-0.21210399270057678","-0.21210399270057678","-0.21210399270057678","0.15261001884937286","0.15261001884937286","0.15261001884937286","2.1793570518493652","2.1793570518493652","2.1793570518493652","1.4788371324539185","1.4788371324539185","1.4788371324539185"
"266","-0.9655640125274658","-0.9655640125274658","-0.9655640125274658","-1.0046559572219849","-1.0046559572219849","-1.0046559572219849","-0.6129980087280273","-0.6129980087280273","-0.6129980087280273","-0.7630959749221802","-0.7630959749221802","-0.7630959749221802","-0.7267900109291077","-0.7267900109291077","-0.7267900109291077","-0.7981160283088684","-0.7981160283088684","-0.7981160283088684","-0.3037559986114502","-0.3037559986114502","-0.3037559986114502","-0.2810620069503784","-0.2810620069503784","-0.2810620069503784","0.1321440190076828","0.1321440190076828","0.1321440190076828","1.7323451042175293","1.7323451042175293","1.7323451042175293","1.4788371324539185","1.4788371324539185","1.4788371324539185"
"267","-0.9655600190162659","-0.9655600190162659","-0.9655600190162659","-1.0108959674835205","-1.0108959674835205","-1.0108959674835205","-0.6160820126533508","-0.6160820126533508","-0.6160820126533508","-0.7630919814109802","-0.7630919814109802","-0.7630919814109802","-0.7849540114402771","-0.7849540114402771","-0.7849540114402771","-0.8228960037231445","-0.8228960037231445","-0.8228960037231445","-0.3453260064125061","-0.3453260064125061","-0.3453260064125061","-0.317440003156662","-0.317440003156662","-0.317440003156662","0.0354040190577507","0.0354040190577507","0.0354040190577507","1.8478471040725708","1.8478471040725708","1.8478471040725708","1.5082480907440186","1.5082480907440186","1.5082480907440186"
"268","-0.9655680060386658","-0.9655680060386658","-0.9655680060386658","-1.0108799934387207","-1.0108799934387207","-1.0108799934387207","-0.5585399866104126","-0.5585399866104126","-0.5585399866104126","-0.7630959749221802","-0.7630959749221802","-0.7630959749221802","-0.8028479814529419","-0.8028479814529419","-0.8028479814529419","-0.8816779851913452","-0.8816779851913452","-0.8816779851913452","-0.3452779948711395","-0.3452779948711395","-0.3452779948711395","-0.39512598514556885","-0.39512598514556885","-0.39512598514556885","0.005162020213901997","0.005162020213901997","0.005162020213901997","1.8417670726776123","1.8417670726776123","1.8417670726776123","1.6280181407928467","1.6280181407928467","1.6280181407928467"
"269","-0.9655600190162659","-0.9655600190162659","-0.9655600190162659","-1.0153919458389282","-1.0153919458389282","-1.0153919458389282","-0.47079798579216003","-0.47079798579216003","-0.47079798579216003","-0.7630999684333801","-0.7630999684333801","-0.7630999684333801","-0.8028439879417419","-0.8028439879417419","-0.8028439879417419","-0.8816859722137451","-0.8816859722137451","-0.8816859722137451","-0.4043639898300171","-0.4043639898300171","-0.4043639898300171","-0.29387998580932617","-0.29387998580932617","-0.29387998580932617","0.00515402015298605","0.00515402015298605","0.00515402015298605","1.8417670726776123","1.8417670726776123","1.8417670726776123","1.617922067642212","1.617922067642212","1.617922067642212"
"270","-0.9655600190162659","-0.9655600190162659","-0.9655600190162659","-1.0153839588165283","-1.0153839588165283","-1.0153839588165283","-0.46889200806617737","-0.46889200806617737","-0.46889200806617737","-0.7631080150604248","-0.7631080150604248","-0.7631080150604248","-0.8028479814529419","-0.8028479814529419","-0.8028479814529419","-0.8816940188407898","-0.8816940188407898","-0.8816940188407898","-0.46927401423454285","-0.46927401423454285","-0.46927401423454285","-0.2514660060405731","-0.2514660060405731","-0.2514660060405731","0.02933201938867569","0.02933201938867569","0.02933201938867569","2.1330971717834473","2.1330971717834473","2.1330971717834473","1.617922067642212","1.617922067642212","1.617922067642212"
"271","-0.9599180221557617","-0.9599180221557617","-0.9599180221557617","-1.0153800249099731","-1.0153800249099731","-1.0153800249099731","-0.46516600251197815","-0.46516600251197815","-0.46516600251197815","-0.763159990310669","-0.763159990310669","-0.763159990310669","-0.9169039726257324","-0.9169039726257324","-0.9169039726257324","-0.8513320088386536","-0.8513320088386536","-0.8513320088386536","-0.49600398540496826","-0.49600398540496826","-0.49600398540496826","-0.2259799987077713","-0.2259799987077713","-0.2259799987077713","0.02933201938867569","0.02933201938867569","0.02933201938867569","1.6665490865707397","1.6665490865707397","1.6665490865707397","1.6131200790405273","1.6131200790405273","1.6131200790405273"
"272","-0.9583979845046997","-0.9583979845046997","-0.9583979845046997","-1.0153800249099731","-1.0153800249099731","-1.0153800249099731","-0.47681599855422974","-0.47681599855422974","-0.47681599855422974","-0.7836259603500366","-0.7836259603500366","-0.7836259603500366","-0.7656819820404053","-0.7656819820404053","-0.7656819820404053","-0.8481839895248413","-0.8481839895248413","-0.8481839895248413","-0.4982540011405945","-0.4982540011405945","-0.4982540011405945","-0.09559600055217743","-0.09559600055217743","-0.09559600055217743","0.3178260326385498","0.3178260326385498","0.3178260326385498","1.6533900499343872","1.6533900499343872","1.6533900499343872","1.6131200790405273","1.6131200790405273","1.6131200790405273"
